Name,Price,Model Year,Mileage,Engine Type,Transmission,Registered City,Color,Assembly,Body Type,Capacity
Toyota Corolla Altis Automatic 1.6 2019,4150000.0,2019,41500,Petrol,Automatic,Lahore,White,Local,Sedan,1600 cc
Suzuki Cultus Euro II (CNG) 2009,894999.9999999999,2009,65000,Petrol,Manual,Lahore,White,Local,Hatchback,1000 cc
Honda Civic 1.8 i-VTEC CVT 2020,4930000.0,2020,28000,Petrol,Automatic,Islamabad,White,Local,Sedan,1800 cc
Honda Vezel Hybrid RS Honda Sensing  2016,5900000.0,2016,129076,Petrol,Automatic,Islamabad,Assembly,Imported,Crossover,1500 cc
Honda City 1.3 i-VTEC Prosmatec 2020,3400000.0,2020,13000,Petrol,Automatic,Islamabad,White,Local,Sedan,1300 cc
Honda City 1.3 i-VTEC Prosmatec 2019,3250000.0,2019,38646,Petrol,Automatic,Islamabad,White,Local,Sedan,1300 cc
Daihatsu Move X 2019,3375000.0,2019,20901,Petrol,Automatic,Un-Registered,White,Imported,Hatchback,660 cc
Honda City 1.3 i-VTEC Prosmatec 2018,2830000.0,2018,124000,Petrol,Automatic,Lahore,Silver,Local,Sedan,1300 cc
Honda City Aspire Prosmatec 1.5 i-VTEC 2013,2190000.0,2013,81945,Petrol,Automatic,Sindh,Black,Local,Sedan,1500 cc
Toyota Corolla GLi Automatic 1.3 VVTi 2017,2950000.0,2017,62000,Petrol,Automatic,Karachi,Silver,Local,Sedan,1300 cc
Suzuki Cultus Auto Gear Shift 2020,2450000.0,2020,40000,Petrol,Automatic,Lahore,Silver,Local,Hatchback,1000 cc
Toyota Corolla XLi VVTi 2016,2550000.0,2016,167000,Petrol,Manual,Lahore,White,Local,Sedan,1300 cc
Suzuki Alto VX 2022,1925000.0,2022,50,Petrol,Manual,Un-Registered,White,Local,Hatchback,660 cc
Suzuki Swift DLX 1.3 2012,1730000.0,2012,67000,Petrol,Manual,Islamabad,Green,Local,Hatchback,1300 cc
Hyundai Shehzore Pickup H-100 2006,1900000.0,2006,100000,Diesel,Manual,Faisalabad,White,Local,Pick Up,2600 cc
Mitsubishi Lancer GLX 1.3 2005,1300000.0,2005,200000,Petrol,Manual,Islamabad,Turquoise,Local,Sedan,1300 cc
Suzuki Mehran VX 1994,265000.0,1994,145278,Petrol,Manual,Sindh,White,Local,Hatchback,800 cc
Honda Civic VTi Oriel 1.6 2000,1350000.0,2000,70000,Petrol,Manual,Islamabad,Silver,Local,Sedan,1600 cc
Toyota Vitz F 1.0 2003,1570000.0,2003,180,Petrol,Automatic,Lahore,Turquoise,Imported,Hatchback,1000 cc
Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2022,6000000.0,2022,600,Petrol,Automatic,Hyderabad,Black,Local,Sedan,1800 cc
Suzuki Cultus Euro II (CNG) 2011,1260000.0,2011,85000,Petrol,Manual,Lahore,Grey,Local,Hatchback,1000 cc
Honda City 1.3 i-VTEC Prosmatec 2017,2700000.0,2017,105000,Petrol,Automatic,Lahore,White,Local,Sedan,1300 cc
Suzuki Mehran VXR 1997,270000.0,1997,66566,Petrol,Manual,Karachi,White,Local,Hatchback,800 cc
Toyota Corolla XLi 2006,1485000.0,2006,300000,Petrol,Manual,Sahiwal,Black,Local,Sedan,1300 cc
Toyota Passo G 1.0 2006,1320000.0,2006,100000,Petrol,Automatic,Sindh,Silver,Imported,Hatchback,1000 cc
Suzuki Alto VXR 2022,2150000.0,2022,20,Petrol,Manual,Un-Registered,Silver,Local,Hatchback,660 cc
Mercedes Benz E Class E200 2005,3200000.0,2005,136000,Petrol,Automatic,Lahore,Silver,Imported,Sedan,1800 cc
Honda Civic Oriel 2022,6800000.0,2022,7000,Petrol,Automatic,Lahore,Black,Local,Sedan,1500 cc
Toyota Noah G 2015,6200000.0,2015,75000,Petrol,Automatic,Punjab,Silver,Imported,MPV,1800 cc
Daihatsu Mira ES 2014,1930000.0,2014,90000,Petrol,Automatic,Islamabad,Silver,Imported,Hatchback,660 cc
Toyota Corolla Altis Grande CVT-i 1.8 2019,4650000.0,2019,98000,Petrol,Automatic,Lahore,Silver,Local,Sedan,1800 cc
Honda N Box 2 Tone Color Style - G SS Package 2014,1825000.0,2014,42000,Petrol,Automatic,Lahore,Black,Imported,Hatchback,660 cc
Suzuki Mehran VXR Euro II 2018,1175000.0,2018,55000,Petrol,Manual,Lahore,White,Local,Hatchback,796 cc
Changan Alsvin 1.5L DCT Lumiere 2021,3425000.0,2021,19500,Petrol,Automatic,Punjab,Black,Local,Sedan,1500 cc
Mitsubishi Pajero Mini Limited 2010,1775000.0,2010,41000,Petrol,Automatic,Islamabad,White,Imported,SUV,660 cc
Toyota Passo + Hana Apricot Collection 1.0 2014,2399000.0,2014,55000,Petrol,Automatic,Lahore,Silver,Imported,Hatchback,1000 cc
Toyota Yaris ATIV X CVT 1.5 2022,4300000.0,2022,6000,Petrol,Automatic,Islamabad,Silver,Local,Sedan,1500 cc
Toyota Corolla 1993,1250000.0,1993,880000,Petrol,Automatic,Lahore,White,Imported,,1500 cc
Honda City 1.5L CVT 2022,3950000.0,2022,18000,Petrol,Automatic,Punjab,White,Local,Compact sedan,1500 cc
Chery Tiggo 8 2022,Call for price,2022,1300,Petrol,Automatic,Un-Registered,White,Imported,,1500 cc
Suzuki Mehran VX (CNG) 2008,550000.0,2008,158885,,Manual,Lahore,White,Local,Hatchback,800 cc
Daihatsu Terios Kid Custom Memorial Edition 2006,1250000.0,2006,162000,Petrol,Automatic,Karachi,Black,Imported,SUV,660 cc
Honda HR-V VTi-S 2022,6450000.0,2022,15,Petrol,Automatic,Un-Registered,White,Local,Crossover,1500 cc
Suzuki Mehran VX Euro II 2014,725000.0,2014,68000,Petrol,Manual,Sindh,Grey,Local,Hatchback,796 cc
Honda Fit 13G S Package 2014,3050000.0,2014,45000,Petrol,Automatic,Islamabad,Unlisted,Imported,Hatchback,1300 cc
Mercedes Benz C Class C180 1999,1500000.0,1999,114000,Petrol,Automatic,Karachi,Silver,Imported,Sedan,1800 cc
Suzuki Mehran VXR Euro II 2018,1260000.0,2018,87014,Petrol,Manual,Islamabad,White,Local,Hatchback,796 cc
Honda Civic VTi Oriel 1.8 i-VTEC 2007,1565000.0,2007,125325,Petrol,Manual,Punjab,Black,Local,Sedan,1800 cc
Suzuki Mehran VXR 2019,1300000.0,2019,80000,Petrol,Manual,Islamabad,White,Local,Hatchback,800 cc
Honda City Aspire Prosmatec 1.5 i-VTEC 2022,4490000.0,2022,2000,Petrol,Automatic,Islamabad,White,Local,Sedan,1500 cc
Toyota Corolla XLi VVTi 2010,2050000.0,2010,149000,Petrol,Manual,Islamabad,Black,Local,Sedan,1300 cc
Honda City 1.5L ASPIRE CVT 2022,4550000.0,2022,1800,Petrol,Automatic,Rahim Yar Khan,White,Local,Compact sedan,1500 cc
Suzuki Swift DLX 1.3 Navigation  2010,1425000.0,2010,125000,Petrol,Manual,Islamabad,Maroon,Local,Hatchback,1300 cc
Suzuki Cultus EURO II 2016,1350000.0,2016,154000,Petrol,Manual,Lahore,White,Local,Hatchback,1000 cc
Toyota Corolla XLi VVTi 2011,1889999.9999999998,2011,285555,Petrol,Manual,Multan,White,Local,Sedan,1300 cc
Toyota Vitz F 1.0 2013,2350000.0,2013,600000,Petrol,Automatic,Peshawar,Silver,Imported,Hatchback,1000 cc
Daihatsu Cuore CX Eco 2007,595000.0,2007,854221,Petrol,Manual,Sindh,White,Local,Hatchback,800 cc
Suzuki Khyber GA 1998,670000.0,1998,57900,Petrol,Manual,Lahore,Red,Local,Hatchback,1000 cc
Toyota Yaris GLI MT 1.3 2021,3250000.0,2021,14300,Petrol,Manual,Un-Registered,White,Local,Sedan,1300 cc
Suzuki Wagon R VXL 2022,2550000.0,2022,2300,Petrol,Manual,Islamabad,White,Local,Hatchback,1000 cc
Toyota Vitz F 1.0 2019,3500000.0,2019,32000,Petrol,Automatic,Karachi,Black,Imported,Hatchback,1000 cc
Suzuki Jimny 2021,3990000.0,2021,16000,Petrol,Automatic,Un-Registered,Beige,Imported,,660 cc
Honda City 1.5L ASPIRE CVT 2022,4445000.0,2022,3800,Petrol,Automatic,Islamabad,White,Local,Compact sedan,1500 cc
Toyota Crown Royal Saloon Anniversary Edition 2018,22000000.0,2018,36000,Hybrid,Automatic,Un-Registered,White,Imported,Sedan,2500 cc
Suzuki Alto TURBO RS 2017,2850000.0,2017,78000,Petrol,Manual,Islamabad,Grey,Imported,Hatchback,660 cc
Toyota Prado TX 2.7 2017,23000000.0,2017,37000,Petrol,Automatic,Un-Registered,White,Imported,SUV,2700 cc
Toyota Corolla Fielder Hybrid 2013,3275000.0,2013,137503,Petrol,Automatic,Islamabad,Grey,Imported,Station Wagon,1500 cc
Daihatsu Cuore CX Eco 2006,900000.0,2006,100000,Petrol,Manual,Islamabad,Black,Local,Hatchback,800 cc
Daihatsu Cuore 2001,610000.0,2001,230000,Petrol,Manual,Punjab,Silver,Imported,,800 cc
Toyota Vitz F 1.0 2017,3090000.0,2017,39000,Petrol,Automatic,Adda jahan khan,Black,Imported,Hatchback,1000 cc
Toyota Vitz F 1.0 2017,3100000.0,2017,72000,Petrol,Automatic,Sindh,White,Imported,Hatchback,1000 cc
Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,5075000.0,2021,37000,Petrol,Automatic,Punjab,White,Local,Sedan,1800 cc
DFSK Glory 580 Pro 2021,5600000.0,2021,13800,Petrol,Automatic,Lahore,Grey,Local,Crossover,1500 cc
Toyota Corolla Altis Grande CVT-i 1.8 2018,3400000.0,2018,68000,Petrol,Automatic,Karachi,Black,Local,Sedan,1800 cc
Suzuki Alto VXR 2010,819999.9999999999,2010,140000,Petrol,Manual,Punjab,Grey,Local,Hatchback,1000 cc
Toyota Corolla Altis Grande CVT-i 1.8 2018,4350000.0,2018,64500,Petrol,Automatic,Islamabad,White,Local,Sedan,1800 cc
Toyota Corolla GLi 1.3 VVTi 2017,3050000.0,2017,52000,Petrol,Manual,Sindh,White,Local,Sedan,1300 cc
Suzuki Swift DLX 1.3 2019,2200000.0,2019,59600,Petrol,Manual,Islamabad,White,Local,Hatchback,1300 cc
Suzuki Alto VXR 2022,2200000.0,2022,1500,Petrol,Manual,Karachi,White,Local,Hatchback,660 cc
Daihatsu Hijet Cruise 2013,Call for price,2013,90500,Petrol,Automatic,Karachi,White,Imported,Mini Van,660 cc
Suzuki Cultus VXRi (CNG) 2009,Call for price,2009,80000,Petrol,Manual,Karachi,Silver,Local,Hatchback,1000 cc
Nissan Note 1.2E 2018,Call for price,2018,56000,Petrol,Automatic,Karachi,Silver,Imported,Hatchback,1198 cc
Toyota Corolla GLi Automatic 1.6 VVTi 2012,Call for price,2012,73000,Petrol,Automatic,Karachi,Assembly,Local,Sedan,1600 cc
Toyota Aqua X Urban Solid 2016,3890000.0,2016,80500,Petrol,Automatic,Karachi,White,Imported,Hatchback,1500 cc
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2010,Call for price,2010,95000,Petrol,Automatic,Karachi,Silver,Local,Sedan,1800 cc
Toyota Corolla Altis Automatic 1.6 2020,4200000.0,2020,44000,Petrol,Automatic,Islamabad,White,Local,Sedan,1600 cc
Lexus LX Series LX570 2017,Call for price,2017,19000,Petrol,Automatic,Un-Registered,Assembly,Imported,SUV,5700 cc
Suzuki Alto VXL AGS 2020,2275000.0,2020,59000,Petrol,Automatic,Lahore,Grey,Local,Hatchback,660 cc
Toyota Corolla GLi 1.3 VVTi 2011,1670000.0,2011,119000,Petrol,Manual,Karachi,Black,Local,Sedan,1300 cc
Suzuki Wagon R VXL 2016,1600000.0,2016,90000,Petrol,Manual,Karachi,Silver,Local,Hatchback,1000 cc
Suzuki Alto VXR AGS 2022,2400000.0,2022,5,Petrol,Automatic,Un-Registered,White,Local,Hatchback,660 cc
Toyota Hilux Vigo G 2014,5600000.0,2014,107583,Diesel,Automatic,Lahore,Black,Local,Single Cabin,2500 cc
Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2017,4350000.0,2017,63500,Petrol,Automatic,Islamabad,White,Local,Sedan,1800 cc
Suzuki Wagon R VXL 2019,1960000.0000000002,2019,82000,Petrol,Manual,Islamabad,White,Local,Hatchback,1000 cc
Daihatsu Move 2016,1975000.0,2016,90000,Petrol,Automatic,Islamabad,Silver,Imported,,660 cc
Toyota Belta X 1.3 2007,1825000.0,2007,85000,Petrol,Automatic,Islamabad,White,Imported,Sedan,1300 cc
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2014,3085000.0,2014,125000,Petrol,Automatic,Lahore,White,Local,Sedan,1800 cc
Suzuki Swift DLX Automatic 1.3 2021,2555000.0,2021,43500,Petrol,Automatic,Lahore,White,Local,Hatchback,1300 cc
Suzuki Mehran VXR Euro II 2019,1140000.0,2019,45000,Petrol,Manual,Sindh,White,Local,Hatchback,796 cc
Suzuki Baleno JXR 2005,869999.9999999999,2005,150000,Petrol,Manual,Lahore,Silver,Local,Sedan,1300 cc
Toyota Yaris ATIV X CVT 1.5 2021,3800000.0,2021,12000,Petrol,Automatic,Islamabad,White,Local,Sedan,1500 cc
Honda Civic EXi 2005,1250000.0,2005,221000,Petrol,Manual,Punjab,White,Local,Sedan,1500 cc
Toyota Corolla XLi VVTi 2014,2300000.0,2014,160000,Petrol,Manual,Islamabad,White,Local,Sedan,1300 cc
Toyota Corolla Altis Cruisetronic 1.6 2011,2550000.0,2011,79000,Petrol,Automatic,Karachi,White,Local,Sedan,1600 cc
Toyota Corolla GLi 1.3 VVTi 2009,1680000.0,2009,170000,Petrol,Manual,Lahore,Black,Imported,Sedan,1300 cc
Suzuki Khyber 1998,470000.0,1998,55000,Petrol,Manual,Lahore,White,Local,,100 cc
Daihatsu Mira X Special 2013,1465000.0,2013,200000,Petrol,Automatic,Lahore,White,Imported,Hatchback,660 cc
Toyota Vitz F 1.0 2013,2300000.0,2013,600000,Petrol,Automatic,Faisalabad,Silver,Imported,Hatchback,1000 cc
Suzuki Alto Lapin 10th Anniversary Limited 2015,1850000.0,2015,76000,Petrol,Automatic,Punjab,Bronze,Imported,Hatchback,660 cc
Toyota Vitz F 1.0 2019,Call for price,2019,35000,Petrol,Automatic,Karachi,Black,Imported,Hatchback,1000 cc
Mercedes Benz S Class S350 2006,Call for price,2006,95000,Petrol,Automatic,Sindh,Silver,Imported,Sedan,3500 cc
Toyota Aqua G 2014,3375000.0,2014,87000,Hybrid,Automatic,Islamabad,White,Imported,Hatchback,1500 cc
Lexus LX Series LX570 2016,55500000.0,2016,25500,Petrol,Automatic,Islamabad,Assembly,Imported,SUV,5700 cc
Mercedes Benz E Class E 180 AMG 2021,33500000.0,2021,17000,Petrol,Automatic,Lahore,White,Imported,Sedan,1500 cc
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2012,3700000.0,2012,23623,Petrol,Automatic,Sialkot,Black,Local,Sedan,1800 cc
Porsche Taycan 2021,46500000.0,2021,5000,,Automatic,Un-Registered,White,Imported,,
Toyota Premio X EX Package 1.8 2007,Call for price,2007,200000,Petrol,Automatic,Islamabad,Indigo,Imported,Sedan,1800 cc
Honda Civic VTi Prosmatec 1.8 i-VTEC 2008,2089999.9999999998,2008,65000,Petrol,Automatic,Un-Registered,White,Imported,Sedan,1800 cc
Toyota Aqua G GR Sports 2018,Call for price,2018,17046,Hybrid,Automatic,Un-Registered,Blue,Imported,Hatchback,1500 cc
Toyota Land Cruiser Cygnus 2005,9000000.0,2005,115000,Petrol,Automatic,Islamabad,Black,Imported,SUV,4700 cc
Mitsubishi Ek Wagon G 2016,1950000.0,2016,49000,Petrol,Automatic,Islamabad,Orange,Imported,Hatchback,660 cc
Toyota Prado TZ 3.4 2001,5800000.0,2001,158985,Petrol,Automatic,Islamabad,White,Imported,SUV,3400 cc
Toyota Prado TX 4.0 2005,7200000.0,2005,96000,Petrol,Automatic,Lahore,White,Local,SUV,4000 cc
Toyota Land Cruiser Cygnus 2006,8000000.0,2006,145000,Petrol,Automatic,Islamabad,White,Imported,SUV,4700 cc
Toyota Prado TX 2.7 2013,15100000.0,2013,78000,Petrol,Automatic,Islamabad,White,Imported,SUV,2700 cc
Honda City i-DSI 2008,1589000.0,2008,195000,Petrol,Manual,Lahore,Black,Local,Sedan,1300 cc
Audi A4 1.8T Cabriolet 2007,4700000.0,2007,105000,Petrol,Automatic,Islamabad,Silver,Imported,Convertible,1800 cc
Toyota Platz F 1.0 2004,1350000.0,2004,80000,Petrol,Automatic,Lahore,White,Imported,Sedan,1000 cc
Honda BR-V i-VTEC S 2021,4570000.0,2021,21000,Petrol,Automatic,Islamabad,White,Local,MPV,1500 cc
Suzuki Bolan GL 1992,300000.0,1992,100000,Petrol,Manual,Sialkot,White,Local,Micro Van,800 cc
Toyota Corolla GLi 1.3 VVTi 2014,2850000.0,2014,64000,Petrol,Manual,Lahore,Silver,Local,Sedan,1300 cc
Honda BR-V i-VTEC 2019,4000000.0,2019,30000,Petrol,Automatic,Sindh,Silver,Local,MPV,1500 cc
Suzuki Bolan VX Euro II 2022,1800000.0,2022,5000,Petrol,Manual,Islamabad,White,Local,Van,800 cc
Honda Civic VTi Oriel 1.6 2004,1375000.0,2004,125805,Petrol,Manual,Faisalabad,Silver,Local,Sedan,1600 cc
Suzuki Mehran VX Euro II 2014,860000.0,2014,10,Petrol,Manual,Faisalabad,Grey,Local,Hatchback,796 cc
Toyota Rush G L Package 2006,1700000.0,2006,230000,Petrol,Automatic,Sindh,Grey,Imported,SUV,1500 cc
Toyota Vitz F 1.0 2014,2500000.0,2014,124000,Petrol,Automatic,Layyah,Silver,Imported,Hatchback,1000 cc
Toyota Corolla Altis X Automatic 1.6 Special Edition 2022,6000000.0,2022,5,Petrol,Automatic,Karachi,White,Local,Sedan,1600 cc
Mercedes Benz C Class C180 2020,17800000.0,2020,15950,Petrol,Automatic,Islamabad,White,Imported,Sedan,1600 cc
Hyundai Elantra GLS 2021,5350000.0,2021,21000,Petrol,Automatic,Islamabad,White,Local,Sedan,2000 cc
Toyota Corolla Altis Automatic 1.6 2020,4230000.0,2020,62000,Petrol,Automatic,Islamabad,White,Local,Sedan,1600 cc
Suzuki Cultus Limited Edition 2016,1480000.0,2016,48000,Petrol,Manual,Lahore,Grey,Local,Hatchback,1000 cc
FAW V2 VCT-i 2017,1290000.0,2017,73000,Petrol,Manual,Punjab,White,Local,Hatchback,1300 cc
Toyota Corolla XE Limited 2001,1475000.0,2001,150000,Petrol,Manual,Punjab,White,Local,Sedan,1300 cc
Nissan Juke 15RX Urban Selection 2012,2600000.0,2012,100000,Petrol,Automatic,Karachi,Black,Imported,SUV,1500 cc
Suzuki Alto VXR 2022,2125000.0,2022,1,Petrol,Manual,Un-Registered,White,Local,Hatchback,660 cc
Suzuki Swift GL CVT 2022,3400000.0,2022,4300,Petrol,Automatic,Punjab,White,Imported,Hatchback,1200 cc
Toyota Prius S 1.8 2010,2500000.0,2010,104000,Hybrid,Automatic,Sindh,White,Imported,Sedan,1800 cc
Nissan Note 1.2E 2018,4175000.0,2018,65000,Petrol,Automatic,Karachi,White,Imported,Hatchback,1198 cc
Honda BR-V i-VTEC S 2020,4000000.0,2020,32016,Petrol,Automatic,Sindh,White,Local,MPV,1500 cc
Toyota Fortuner 2.8 Sigma 4 2018,9800000.0,2018,42000,Diesel,Automatic,Karachi,Silver,Local,SUV,2800 cc
Toyota Mark X 250G 2011,Call for price,2011,59000,Petrol,Automatic,Karachi,Assembly,Imported,Sedan,2500 cc
Toyota Raize Z 2020,5600000.0,2020,21000,Petrol,Automatic,Un-Registered,Silver,Imported,Crossover,1000 cc
Toyota Passo X L Package S  2019,3500000.0,2019,96000,Petrol,Automatic,Un-Registered,Green,Imported,Hatchback,1000 cc
Toyota Corolla Altis 1.8 2016,2975000.0,2016,80000,Petrol,Manual,Lahore,White,Local,Sedan,1800 cc
Suzuki Bolan Cargo Van Euro ll 2017,960000.0,2017,52200,Petrol,Manual,Multan,White,Local,Mini Van,800 cc
Hyundai Tucson AWD A/T Ultimate 2020,7000000.0,2020,16000,Petrol,Automatic,Islamabad,White,Local,SUV,2000 cc
Suzuki Alto VXR 2020,1800000.0,2020,85000,Petrol,Manual,Karachi,Grey,Local,Hatchback,660 cc
Toyota Vitz F M Package 1.0 2021,2350000.0,2021,120000,Petrol,Automatic,Islamabad,Silver,Imported,Hatchback,1000 cc
Daihatsu Mira L 2014,1855000.0,2014,64,Petrol,Automatic,Sindh,White,Imported,Hatchback,660 cc
Suzuki Khyber 1999,610000.0,1999,75000,Petrol,Manual,Lahore,Grey,Imported,,1000 cc
Toyota Vitz F 1.0 2013,2200000.0,2013,60000,Petrol,Automatic,Karachi,Silver,Imported,Hatchback,1000 cc
Suzuki Khyber Limited Edition 1999,480000.0,1999,75000,Petrol,Manual,Sindh,Assembly,Imported,Hatchback,1000 cc
Suzuki Mehran VXR 2004,484999.99999999994,2004,206460,Petrol,Manual,Sindh,White,Local,Hatchback,800 cc
Toyota Corolla XLi VVTi Ecotec 2012,2150000.0,2012,195000,Petrol,Manual,Islamabad,Beige,Local,Sedan,1300 cc
Toyota Hilux Double Cab 2000,2050000.0,2000,150000,Diesel,Manual,Islamabad,White,Local,SUV,3000 cc
Toyota Corolla XLi VVTi 2015,2350000.0,2015,330000,Petrol,Manual,Lahore,Black,Local,Sedan,1300 cc
Honda City 1.3 i-VTEC Prosmatec 2018,3000000.0,2018,93000,Petrol,Automatic,Lahore,White,Local,Sedan,1300 cc
Suzuki Bolan VX (CNG) 2008,600000.0,2008,1,Petrol,Manual,Punjab,White,Local,Mini Van,800 cc
Toyota Vitz F 1.0 2013,2450000.0,2013,60000,Petrol,Automatic,Islamabad,White,Imported,Hatchback,1000 cc
Suzuki Wagon R FX Limited 2013,1795000.0,2013,117480,Petrol,Automatic,Lahore,White,Imported,Hatchback,660 cc
Toyota Passo Moda 2019,4220000.0,2019,15000,Petrol,Automatic,Islamabad,White,Imported,Hatchback,1000 cc
Nissan Note 1.2E 2017,4985000.0,2017,54000,Hybrid,Automatic,Islamabad,White,Imported,Hatchback,1198 cc
Honda Civic 2007,1450000.0,2007,99000,Petrol,Automatic,Karachi,Black,Local,,1600 cc
Mercedes Benz SLK Class SLK200 Kompressor 2007,5300000.0,2007,95000,Petrol,Automatic,Islamabad,Black,Imported,Coupe,1800 cc
Suzuki MR Wagon WIT LIMITED 2007,1300000.0,2007,142000,Petrol,Automatic,Lahore,Burgundy,Imported,Mini Van,660 cc
Honda Vezel Hybrid X L Package 2015,4100000.0,2015,81000,Petrol,Automatic,Islamabad,White,Imported,Crossover,1500 cc
Toyota Vitz U 1.3 2007,1825000.0,2007,145000,Petrol,Automatic,Islamabad,Silver,Imported,Hatchback,1300 cc
Honda BR-V i-VTEC S 2018,3950000.0,2018,35000,Petrol,Automatic,Punjab,Assembly,Local,MPV,1500 cc
Toyota Corolla Fielder Hybrid 2015,4000000.0,2015,151000,Petrol,Automatic,Islamabad,Silver,Imported,Station Wagon,1500 cc
Honda Life C Special Edition Comfort Special 2016,1700000.0,2016,82000,Petrol,Automatic,Punjab,White,Imported,Hatchback,660 cc
Nissan Note 1.2E 2017,3695000.0000000005,2017,61500,Petrol,Automatic,Punjab,Gold,Imported,Hatchback,1198 cc
Daihatsu Hijet Cruise 2014,1435000.0,2014,79000,Petrol,Automatic,Karachi,White,Imported,Mini Van,660 cc
Toyota Prado TX 2.7 2013,15100000.0,2013,60000,Petrol,Automatic,Karachi,Black,Imported,SUV,2700 cc
Toyota Harrier 2016,14800000.0,2016,61000,Hybrid,Automatic,Un-Registered,Assembly,Imported,,2400 cc
Toyota Aqua S 2013,2600000.0,2013,2,Hybrid,Automatic,Sindh,Grey,Imported,Hatchback,1500 cc
Daihatsu Mira X Memorial Edition 2017,3200000.0,2017,60000,Petrol,Automatic,Sindh,Silver,Imported,Hatchback,660 cc
Daihatsu Hijet Deluxe 2017,2500000.0,2017,121000,Petrol,Automatic,Un-Registered,White,Imported,Mini Van,660 cc
Mazda Carol GL 2019,2675000.0,2019,13000,Petrol,Automatic,Un-Registered,Silver,Imported,Hatchback,660 cc
Toyota Prado TX Limited 2.7 2012,14500000.0,2012,85000,Petrol,Automatic,Karachi,Black,Imported,SUV,2700 cc
Daihatsu Move 2013,1275000.0,2013,140,Petrol,Automatic,Lahore,Silver,Imported,,660 cc
Suzuki Cultus EURO II 2014,1125000.0,2014,41000,Petrol,Manual,Karachi,Grey,Local,Hatchback,1000 cc
BAIC BJ40 Plus Honorable Edition 2022,8950000.0,2022,3500,Petrol,Automatic,Un-Registered,Black,Local,SUV,2000 cc
Suzuki Alto VXR (CNG) 2007,765000.0,2007,88794,Petrol,Manual,Lahore,Blue,Local,Hatchback,1000 cc
Nissan Dayz 2018,1600000.0,2018,116000,Petrol,Automatic,Islamabad,Silver,Imported,,660 cc
Toyota Corolla GLi Automatic 1.6 VVTi 2012,2550000.0,2012,134000,Petrol,Automatic,Islamabad,White,Local,Sedan,1600 cc
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2006,1689999.9999999998,2006,161000,Petrol,Automatic,Punjab,Grey,Local,Sedan,1800 cc
Suzuki Bolan VX 2006,580000.0,2006,650000,Petrol,Manual,Lahore,Silver,Local,Mini Van,800 cc
Toyota Corolla GLi 1.3 VVTi 2016,2550000.0,2016,180000,Petrol,Manual,Lahore,Grey,Local,Sedan,1300 cc
Mitsubishi Pajero Exceed 2.4 1995,2500000.0,1995,120000,Petrol,Automatic,Peshawar,Silver,Imported,SUV,2400 cc
Honda City Aspire Prosmatec 1.5 i-VTEC 2019,3375000.0,2019,29000,Petrol,Automatic,Islamabad,Silver,Local,Sedan,1500 cc
Suzuki Khyber GA 1998,500000.0,1998,100000,Petrol,Manual,Punjab,Red,Local,Hatchback,1000 cc
Suzuki Cultus VXR 2007,800000.0,2007,100000,Petrol,Manual,Lahore,Blue,Local,Hatchback,1000 cc
Suzuki Mehran VX 2011,775000.0,2011,470918,Petrol,Manual,Islamabad,Grey,Local,Hatchback,800 cc
Honda Civic VTi Oriel UG Prosmatec 1.6 2004,1350000.0,2004,200000,Petrol,Automatic,Lahore,Grey,Local,Sedan,1600 cc
Toyota Belta X 1.0 2006,1495000.0,2006,13000,Petrol,Automatic,Punjab,Gold,Imported,Sedan,1000 cc
Honda City 1.3 i-VTEC 2018,2600000.0,2018,85000,Petrol,Manual,Karachi,White,Local,Sedan,1300 cc
Suzuki Alto VX 2021,1925000.0,2021,22000,Petrol,Manual,Punjab,Silver,Local,Hatchback,660 cc
Toyota Vitz F 1.0 2013,2300000.0,2013,60000,Petrol,Automatic,Lahore,Silver,Imported,Hatchback,1000 cc
Toyota Premio F EX Package 1.5 2010,3050000.0,2010,112000,Petrol,Automatic,Lahore,Black,Imported,Sedan,1500 cc
Toyota Corolla GLi Automatic 1.3 VVTi 2019,3450000.0,2019,58000,Petrol,Automatic,Lahore,Silver,Local,Sedan,1300 cc
